filename,page_number,chunk_number,chunk
VB.NET_CODING_IN_UIPATH.pdf,67,4," workflow to display the appropriate results . In the output panel, it does not look like any trimming"
VB.NET_CODING_IN_UIPATH.pdf,67,5," happened, but if you double click each of these three logs, you will see how the message output looks."
VB.NET_CODING_IN_UIPATH.pdf,68,1,64 | P a g e C l i c k t o fo l l o
VB.NET_CODING_IN_UIPATH.pdf,68,2, w Click the link below to download
VB.NET_CODING_IN_UIPATH.pdf,68,3, the example project: https://drive
VB.NET_CODING_IN_UIPATH.pdf,68,4,.google.com/drive/folders/1RGrv2hUL
VB.NET_CODING_IN_UIPATH.pdf,68,5,PNpE0Da2MLh5pNSTjVA9HLJZ?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,69,1,"65 | P a g e C l i c k t o fo l l o w 4.6 How to Split a String Sometimes we might want to break down a string datatype value into an array of substrings based on some separator /delimiter (a delimiter can be a space, a comma, a newLine e.t.c). You can not use a word as a delimiter, only a single char"
VB.NET_CODING_IN_UIPATH.pdf,69,2,"acter can be a delimiter. However, you can use the Replace method to convert a word to a character and then use that c haracter as the delimiter. See the next section for how to use the Replace method. Let’s do an example where we split a comma separated string of numbers into an array using the comma"
VB.NET_CODING_IN_UIPATH.pdf,69,3," as a delimiter . Assume we have a list of numbers assigned like so: numbers_Data = “1,2,3,4,5” Then we use an assign to split the string: result_List = numbers_Data.Split(“,”c) Note: 1. Replace numbers_Data with any string variable 2. result_List is a string array i.e. String[] You can also use the s"
VB.NET_CODING_IN_UIPATH.pdf,69,4,plit string activity to accomplish the same thing. Implementation with UiPath Let’s develop a project which takes a string value consisting of numbers separator by comma and displays the values. Step 1: Drag “Assign” activity into the design panel and initialize the string variable with some sample da
VB.NET_CODING_IN_UIPATH.pdf,69,5,"ta as shown below. numbers_Data = “1,2,3,4,5” Step 2: Drag “Split String” activity into the design panel and supply the below -mentioned parameters. Install “Microsoft.Activities” Package ,if you don’t find the split activity in your activities panel Input: numbers_Data Result: result_List Separator: “,”"
VB.NET_CODING_IN_UIPATH.pdf,70,1,"66 | P a g e C l i c k t o fo l l o w Where, 1. Input is our input String value 2. Result is our"
VB.NET_CODING_IN_UIPATH.pdf,70,2," output List 3. Separator is the desired delimiter ex: comma, space, hyphen e.t .c Step 3: Drag "
VB.NET_CODING_IN_UIPATH.pdf,70,3,a “For Each” activity into the design panel and supply the above -created list variable into it.
VB.NET_CODING_IN_UIPATH.pdf,70,4," Then, drag a “Message Box ” activity to display the values available in the list variable. Step"
VB.NET_CODING_IN_UIPATH.pdf,70,5," 4: Finally, execute the project to display all the values available in the list on by one!!! etc."
VB.NET_CODING_IN_UIPATH.pdf,71,1,67 | P a g e C l i c k t o fo l l o w How to get specific items from an array? You can access specific items in the result_List array by referencing the index using round brackets. The 
VB.NET_CODING_IN_UIPATH.pdf,71,2,"first item starts from index 0. For example, to get the first item in the result_List array, you pull the zero’th index like so result_List(0) this would return 1. Same applie s to the "
VB.NET_CODING_IN_UIPATH.pdf,71,3,other indices: result_List(0) = 1 result_List(1) = 2 result_List(2) = 3 result_List(3) = 4 result_List(4) = 5 To grab the last item in the array we can use the 4th index in the array li
VB.NET_CODING_IN_UIPATH.pdf,71,4,"ke we did above. This is because we know the 4th index is the last item. However, s ometimes we don’t know how many items are in the array, so to grab the last item in the array we can "
VB.NET_CODING_IN_UIPATH.pdf,71,5,use the Last method like so: result_List.Last = 5 Click the link below to download the example project: https://drive.google.com/drive/folders/11xIFbLER0zaXvESGFkI0cjtW09iyfio -?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,72,1,"68 | P a g e C l i c k t o fo l l o w 4.7 How to Replace Text in a String We may need to replac e characters or a s tring of characters with something else. We can use an expression like so: sample_String = sample_String.Replace(“Before”,”"
VB.NET_CODING_IN_UIPATH.pdf,72,2,After”) Note: Set your string variable in place of sample_String Set “Before” to the character or characters you want to replace in your sample_String Set “After” to the character or characters you want to replace the “Before” with. Implem
VB.NET_CODING_IN_UIPATH.pdf,72,3,entation with UiPath Let us assume that we have a string of a date in string forma t that looks like this (25/12/2020) and we want it to look like this 25 -12-2020 . We can use the Replace method to remove the round brackets and also repla
VB.NET_CODING_IN_UIPATH.pdf,72,4,"ce the forward slashes with hyphens. Step 1: We drag in an “Assign” and set the value of the sample_String Step 2: We drag in another “Assign” and set the following expression sample_String = sample_String.Replace(“(”,””).Replace(“)”,””).R"
VB.NET_CODING_IN_UIPATH.pdf,72,5,"eplace(“/”,”c”) This expression first replaces the open bracket with an empty string, then replaces the cl ose bracket with an empty string, then replaces the forward slash with a hyphen. Step 3: Drag in a “Message Box” to display the result."
VB.NET_CODING_IN_UIPATH.pdf,73,1,69 | P a g e C l i c k t o fo l l o w St
VB.NET_CODING_IN_UIPATH.pdf,73,2,ep 4: Run the workflow Click the link be
VB.NET_CODING_IN_UIPATH.pdf,73,3,low to download the example project: htt
VB.NET_CODING_IN_UIPATH.pdf,73,4,ps://drive.google.com/drive/folders/1wPO
VB.NET_CODING_IN_UIPATH.pdf,73,5,VuLYTv3kjNIIueEV9whJSz7ekgpFw?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,74,1,"70 | P a g e C l i c k t o fo l l o w 4.8 How to Find Common/Uncommon Items Between Two Lists Lists in programming are commonly used to store the collection of items such as String, Int or man"
VB.NET_CODING_IN_UIPATH.pdf,74,2,y other data types. We need to sometimes identify the common/uncommon items between the two Lists or two Arrays . Let us see how to implement it . Common Values : list_1.Intersect(list_2) UnCo
VB.NET_CODING_IN_UIPATH.pdf,74,3,mmon Values : list_1.Except(list_2) Note: Replace list_1 and list_2 with your appropriate lists Implementation with UiPath Let us implement a workflow which takes a two sample lists and displa
VB.NET_CODING_IN_UIPATH.pdf,74,4,ys the common and uncommon values. Step 1: Drag an “Assign” activity into the design panel and initialize the list 1 with some sample data as shown below. list_1 = new List(Of Int32)(New Int32
VB.NET_CODING_IN_UIPATH.pdf,74,5,"(){1, 3, 4, 6, 7}) Step 2: Drag another “Assign” activity into the design panel and initialize the list 2 with some sample data as shown below. list_2 = new List(Of Int32)(New Int32(){1, 2, 4, 5})"
VB.NET_CODING_IN_UIPATH.pdf,75,1,71 | P a g e C l i c k t o fo l l o w Step 3: Drag a “For Each” activity into the desi
VB.NET_CODING_IN_UIPATH.pdf,75,2,gn panel and supply the below -mentioned code into it and use a “Message Box” to displ
VB.NET_CODING_IN_UIPATH.pdf,75,3,ay the Common values between two lists list_1.Intersect(list_2) Step 4: Drag a “For Ea
VB.NET_CODING_IN_UIPATH.pdf,75,4,ch” activity into the design panel and supply the below -mentioned code into it and us
VB.NET_CODING_IN_UIPATH.pdf,75,5,e a “Message Box” to display the Uncommon values between two lists list_1.Except(list_2)
VB.NET_CODING_IN_UIPATH.pdf,76,1,72 | P a g e C l i c k t o fo l l o w Step
VB.NET_CODING_IN_UIPATH.pdf,76,2," 5: Finally, run the workflow . Click the "
VB.NET_CODING_IN_UIPATH.pdf,76,3,link below to download the example project
VB.NET_CODING_IN_UIPATH.pdf,76,4,: https://drive.google.com/drive/folders/1
VB.NET_CODING_IN_UIPATH.pdf,76,5,ToPantAsBJRGOJ726CVQe_lzWjtI1UXc?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,77,1,73 | P a g e C l i c k t o fo l l o w 4.9 How to Check If a String is Numeric Sometimes we need to validate a string is a number before entering it into a system or before
VB.NET_CODING_IN_UIPATH.pdf,77,2, trying to convert it to a double or integer. Let us see how to check if the provided string is numeric or if it is not numeric . booleanResult = Information.IsNumeric(use
VB.NET_CODING_IN_UIPATH.pdf,77,3,r_Input) Note: 1. input Var is the argument to the IsNumeric Function 2. boolenResult returns the true or false value based on the input Implementation with UiPath Let us 
VB.NET_CODING_IN_UIPATH.pdf,77,4,implement a workflow which takes a string input from the user and checks if it is a numeric or not a numeric. Step 1: Drag a “Input Dialog ” activity into the design panel
VB.NET_CODING_IN_UIPATH.pdf,77,5, and try to save the user provided value into a variable for further operations. Step 2: Drag “ If” activity into the design p anel and fill it with above -mentioned code.
VB.NET_CODING_IN_UIPATH.pdf,78,1,74 | P a g e C l i c k t o fo l l o w Step 3: Drag two “Message Box” activities into the If a
VB.NET_CODING_IN_UIPATH.pdf,78,2,"ctivity and represent the appropriate messages. Note: “If” activity returns true, then “Is a "
VB.NET_CODING_IN_UIPATH.pdf,78,3,"Numeric” else “Is not a numeric” Step 4: Finally, let’s run the project Note: You can also ch"
VB.NET_CODING_IN_UIPATH.pdf,78,4,eck for other data types besides just IsNumeric: Click the link below to download the example
VB.NET_CODING_IN_UIPATH.pdf,78,5, project: https://drive.google.com/drive/folders/1RfqmC2R3TjUGCQoGQzV0uJHaY7YwpHfC?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,79,1,"75 | P a g e C l i c k t o fo l l o w 4.10 How to Get the Word Count from a String For a few business proces ses, you might be required to validate a sentence and then proceed forward. So how can we find"
VB.NET_CODING_IN_UIPATH.pdf,79,2, the count of the words in a string? We can split a sentence using a space as a delimiter then count the number of items in the array. no_OfWords = (our_String).S plit(“ ”c).Count.ToString Note: Simply r
VB.NET_CODING_IN_UIPATH.pdf,79,3,eplace the our_String with your required sentence as a string. Implementation with UiPath Let us implement a workflow which takes an input from the user which is a sentence and displays the word count. S
VB.NET_CODING_IN_UIPATH.pdf,79,4,tep 1: Drag a “Input Dialog” activity into the design panel and save the user provided input into a variable. i.e. “My name is Leon Petrou ” Step 2: Drag a “Message Box” activity into the design panel an
VB.NET_CODING_IN_UIPATH.pdf,79,5,d fill it with above -mentioned code. Step 3: Run the work flow. Click the link below to download the example project: https://drive.google.com/drive/folders/18OK6 -0iSzckHFlMPUsrjwTMiPZsRRCT2?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,80,1,"76 | P a g e C l i c k t o fo l l o w 4.11 How to Count the Characters in a String For a few business proc esses, you might be required to validate a the number of characters in a string before attempting to enter it into"
VB.NET_CODING_IN_UIPATH.pdf,80,2, a input field. This is because some input fields online have limited characters for input. So how can we find the number of characters in a s tring? We can use the .Length method. no_OfCharacters = (our_String).Length No
VB.NET_CODING_IN_UIPATH.pdf,80,3,te: Simply replace the “our_String” with your required “Sentence” Implementation with UiPath Let us implement a workflow which takes an input from the user which is a sentence and displays the character count. Only a char
VB.NET_CODING_IN_UIPATH.pdf,80,4,"acter count of 10 or less is valid, else it is invalid. Step 1: Drag an “Input Dialog” activity into the design panel and save the user provided input into a variable. i.e. “Leon Petrou” Step 2: Drag a n “Assign” activity"
VB.NET_CODING_IN_UIPATH.pdf,80,5, into the design panel and enter the above -mentioned code. Set the no_OfCharacters to an Int32 variable type. Step 3: Check if the total number of characters is less than or equal to 10 using this code: no_OfCharacters <= 10
VB.NET_CODING_IN_UIPATH.pdf,81,1,77 | P a g e C l i c k t o fo l l o w Step 4: Add two “Message Box” activities with the foll
VB.NET_CODING_IN_UIPATH.pdf,81,2,"owing code: Then: ""Valid: "" + no_OfCharacters.ToString + "" is less than or equal to 10"" Else"
VB.NET_CODING_IN_UIPATH.pdf,81,3,": ""Not valid: "" + no_OfCharacters.ToString + "" greater than 10"" Step 5: Let’s input “Leon Pe"
VB.NET_CODING_IN_UIPATH.pdf,81,4,trou” and run the workflow. We get this output: Click the link below to download the example
VB.NET_CODING_IN_UIPATH.pdf,81,5, project: https://drive.google.com/drive/folders/1xkXk -VXoeUfmjb1g4xS6yCWLAINJytHS?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,82,1,78 | P a g e C l i c k t o fo l l o w 4.12 How to Convert a List to an Array Converting one datatype to another is one of the most common things we do in programming. Let’s see how to convert a list to an array and Vice Vers a
VB.NET_CODING_IN_UIPATH.pdf,82,2,". This is useful because both lists and arrays have their own sets of methods and functions that may be useful. For example , you can add and remove items from a list but you can’t do that with an array. In this example we wil"
VB.NET_CODING_IN_UIPATH.pdf,82,3,l: 1. Convert List to Array 2. Convert Array To List Convert List to Array our_Array = our_List.ToArray Let us implement a workflow which converts a “List” to an “Array” Step 1: Create variables as shown below Step 2: Drag an 
VB.NET_CODING_IN_UIPATH.pdf,82,4,“Assign” activity into the design panel and initialize the list of string type. Step 3: Drag another “Assign” activity into the de sign panel Use the above -mentioned code and its done. Click the link below to download the exa
VB.NET_CODING_IN_UIPATH.pdf,82,5,mple project: https://drive.google.com/drive/folders/154g98JoEk3MEIT39jj3xDHsnBCOxKQDW?usp=sharing Convert Array to List Let us implement a workflow which converts an “Arr ay” to “List” Step 1: Create variables as shown below .
VB.NET_CODING_IN_UIPATH.pdf,83,1,79 | P a g e C l i c k t o fo l l o w Step 2: Drag “Assign” activity into t
VB.NET_CODING_IN_UIPATH.pdf,83,2,he design panel and initialize the Array of string type. Step 3: Drag anoth
VB.NET_CODING_IN_UIPATH.pdf,83,3,er “Assign” activity into the design panel . Use the above -mentioned code 
VB.NET_CODING_IN_UIPATH.pdf,83,4,and its done. Click the link below to download the example project: https:/
VB.NET_CODING_IN_UIPATH.pdf,83,5,/drive.google.com/drive/folders/1 -AUiIPDb -6pYVs89SKL_jw2AKtwYDZ2H?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,84,1,80 | P a g e C l i c k t o fo l l o w 4.13 How to Reverse a String Reversing a string is something that may be required when dealing with strings. That can be done by creating an array of characters and reversing that arra
VB.NET_CODING_IN_UIPATH.pdf,84,2,y then rejoining all the characters together again. String reversedString = stringtoBeReversed.AsEnumerable.Reverse.ToArray Note: 1. Simp ly replace the “stringToBeReveresed” with your required “string” 2. It returns an ar
VB.NET_CODING_IN_UIPATH.pdf,84,3,"ray of char and then ; string.Join(“”,reverse dString) Note: 1.Here we are converting an array of char to string type 2.Here “” indicates the separator which is an empty string. Implementation with UiPath Let us implement "
VB.NET_CODING_IN_UIPATH.pdf,84,4,"a workflow which takes “ LeonPetrou ” as input and outputs the reverse of it , i.e. “uortePnoeL ” Step 1: Drag an “Assign” activity into the design panel and pass a value to it. Step 2: Drag an “Assign” activity into the d"
VB.NET_CODING_IN_UIPATH.pdf,84,5,esign panel and obtain an array of char in reverse order by using the above -mentioned first code. Step 3: Drag a “Message Box” activity into the design panel and obtain the reverse by using the above - mentioned second code.
VB.NET_CODING_IN_UIPATH.pdf,85,1,81 | P a g e C l i c k t o fo l l o w Step 4:
VB.NET_CODING_IN_UIPATH.pdf,85,2, Run the workflo w. My name is now backwards.
VB.NET_CODING_IN_UIPATH.pdf,85,3, Click the link below to download the example
VB.NET_CODING_IN_UIPATH.pdf,85,4, project: https://drive.google.com/drive/fold
VB.NET_CODING_IN_UIPATH.pdf,85,5,ers/1I6VcGnPQTgYRNxMYUqFhC7DWGYqIXTgt?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,86,1,82 | P a g e C l i c k t o fo l l o w 4.14 How to Convert a SecureString DataType to a String DataType Almost all processes fetch credentials from Windows Credentials or Orches
VB.NET_CODING_IN_UIPATH.pdf,86,2,"trator which are of data type SecureString. However, the Mail activities that the UiPath provide us with only accepts the string data type for the password field. And so we wil"
VB.NET_CODING_IN_UIPATH.pdf,86,3,l need to convert the SecureString to a String. Let’s see how to handle i t: 1. Fetch username and password from Windows Credentials. 2. Convert Password from SecureString to S
VB.NET_CODING_IN_UIPATH.pdf,86,4,tring Datatype. Assuming we have a credential saved with the name Robot_Credential under Windows Credentials in your control panel as shown below. Now let us see how to fetch i
VB.NET_CODING_IN_UIPATH.pdf,86,5,t and convert the SecureString to string data type… Step 1: Fetch username and password from Windows Credentials First we must install the UiPath.Credentials.Activities package:
VB.NET_CODING_IN_UIPATH.pdf,87,1,83 | P a g e C l i c k t o fo l l o w Use a “Get Secure Credentials ” activity : Target: Cred
VB.NET_CODING_IN_UIPATH.pdf,87,2,entials Name (String) Results: Status Code (Boolean) Password: Fetched Password (SecureString
VB.NET_CODING_IN_UIPATH.pdf,87,3,) Username: Fetched Username (String) Step 2: Convert Password from SecureString to String Da
VB.NET_CODING_IN_UIPATH.pdf,87,4,tatype . Use an “Assign ” activity : password_String = new System.Net.NetworkCredential(strin
VB.NET_CODING_IN_UIPATH.pdf,87,5,"g.Empty, Password).Password Then we can pass the password_String variable to a “Message Box” ."
VB.NET_CODING_IN_UIPATH.pdf,88,1,84 | P a g e C l i c k t o fo l l o w St
VB.NET_CODING_IN_UIPATH.pdf,88,2,ep 3: Then the output: Click the link be
VB.NET_CODING_IN_UIPATH.pdf,88,3,low to download the example project: htt
VB.NET_CODING_IN_UIPATH.pdf,88,4,ps://drive.google.com/drive/folders/10nk
VB.NET_CODING_IN_UIPATH.pdf,88,5,LSSS__Z6JmnS_95CW6UyQP -Xd35QV?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,89,1,85 | P a g e C l i c k t o fo l l o w 5 Email 5.1 How to Retrieve E -mail Body / Subject / Sender Details Emails are widely used in automation fo
VB.NET_CODING_IN_UIPATH.pdf,89,2,r the purpose of communication between users and robots. Sometimes emails act as the input to a process . Let us see how to retrieve a mail’s Bod
VB.NET_CODING_IN_UIPATH.pdf,89,3,"y, Subject and Sender details using UiPath acti vities. Implementation with UiPath Let us implement a workflow which will read the emails from Gm"
VB.NET_CODING_IN_UIPATH.pdf,89,4,ail server and retrieve the emails . Step 1: Drag a “Get IMAP Mail Messages” activity into the design panel and supply the required parameters to
VB.NET_CODING_IN_UIPATH.pdf,89,5, it as shown below. Remember to allow “less secure apps” in your gmail settings. You can do that here: https://myaccount.google.com/lesssecureapps
VB.NET_CODING_IN_UIPATH.pdf,90,1,86 | P a g e C l i c k t o fo l l o w Step 2: Drag a “For Each” activit
VB.NET_CODING_IN_UIPATH.pdf,90,2,y into the design panel and pass the above -created mail List to it. Ch
VB.NET_CODING_IN_UIPATH.pdf,90,3,ange the “TypeArgument” in the properties panel to System.Net.Mail.Mail
VB.NET_CODING_IN_UIPATH.pdf,90,4,Message Step 3: Drag three “Message Box” activities into the design pan
VB.NET_CODING_IN_UIPATH.pdf,90,5,"el to display the Sender details, Subject and Body of the received mail."
VB.NET_CODING_IN_UIPATH.pdf,91,1,"87 | P a g e C l i c k t o fo l l o w Step 3: Now,"
VB.NET_CODING_IN_UIPATH.pdf,91,2, execute the workflow. Mail Sender: Mail Subject: 
VB.NET_CODING_IN_UIPATH.pdf,91,3,Mail Body: Click the link below to download the ex
VB.NET_CODING_IN_UIPATH.pdf,91,4,ample project: https://drive.google.com/drive/fold
VB.NET_CODING_IN_UIPATH.pdf,91,5,ers/1gynb4AgdD_ -fmHwoK3aeqHVC5UNTnb4g?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,92,1,88 | P a g e C l i c k t o fo l l o w 5.2 How to Download Specific Files from a Mail Mails are widely used in automation processes to receive inputs or to notify users of the bot’
VB.NET_CODING_IN_UIPATH.pdf,92,2,"s progress . UiPath provides us the ability to download the attachments from emails. By default, it downloads all the attachments available, but what if we only want to down load "
VB.NET_CODING_IN_UIPATH.pdf,92,3,a specific extension files? Let’s see how to do tha t. Filter = “.*(.xlsx|.XLSX|.xls|.pdf)” Note: Pass the EXTENSIONS according to your choice . This is a Regex expression where t
VB.NET_CODING_IN_UIPATH.pdf,92,4,he | represents “Or”. You can also set this to only download files with specific names. Implementation with UiPath Let us implement a workflow that read emails from an account and
VB.NET_CODING_IN_UIPATH.pdf,92,5, then download the attachments according to our requirement. Step 1: Drag a “Get IMAP Mail Messages” activity into the design panel and populate its properties with required fields.
VB.NET_CODING_IN_UIPATH.pdf,93,1,89 | P a g e C l i c k t o fo l l o w Step 2: Drag a “For Each” activity into the design panel and pas
VB.NET_CODING_IN_UIPATH.pdf,93,2,s the above “newMailList ” variable to it and change the type in the properties window to “System.Net.
VB.NET_CODING_IN_UIPATH.pdf,93,3,Mail.MailMessage ”. Step 3: Drag a “Message Box” activity into the “For Each ” activity and pass the i
VB.NET_CODING_IN_UIPATH.pdf,93,4,tem.Subject value into it to display the subject. Step 4: Drag a “Save Attachments” activity into the 
VB.NET_CODING_IN_UIPATH.pdf,93,5,“For Each” activity just below the “Message Box” activity and pass the required fields as shown below.
VB.NET_CODING_IN_UIPATH.pdf,94,1,"90 | P a g e C l i c k t o fo l l o w Step 5: Finally, w"
VB.NET_CODING_IN_UIPATH.pdf,94,2,e run the workflow. We should be able to download the fi
VB.NET_CODING_IN_UIPATH.pdf,94,3,les as per our defined criteria. Click the link below to
VB.NET_CODING_IN_UIPATH.pdf,94,4, download the example project: https://drive.google.com/
VB.NET_CODING_IN_UIPATH.pdf,94,5,drive/folders/1uOv0tRT9YArRAF1 -jXV5QG_7Xt8MkacD?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,95,1,91 | P a g e C l i c k t o fo l l o w 5.3 How to Reverse a Mail List Emails are involved in m any of the processes that we automate. Using UiPath’s default activities we will receive the emails in F
VB.NET_CODING_IN_UIPATH.pdf,95,2,"IFO (First In First Out) order, but what if we want them to be in LIFO (Last in First Out) ? Let us see how to do that? new_MailList = old_ MailList.OrderBy(Function(x) x.Headers(“date”)).ToList Not"
VB.NET_CODING_IN_UIPATH.pdf,95,3,e: 1. old_MailList is the default list that you get from the output of the Get Mail Message activity 2. New_MailList is the new list with mails ordered in LIFO Implementation with UiPath Let us impl
VB.NET_CODING_IN_UIPATH.pdf,95,4,"ement a workflow that read emails from an account and then provides us the emails in LIFO order , instead of FIFO. Step 1: Drag a “Get IMAP Mail Messages” activity into the design panel and populate"
VB.NET_CODING_IN_UIPATH.pdf,95,5, its properties with required fields. Use your gmail address and password. Remember to allow “less secure apps” in your gmail settings. You can do that here: https://myaccount.google.com/lesssecureapps
VB.NET_CODING_IN_UIPATH.pdf,96,1,92 | P a g e C l i c k t o fo l l o w Step 2: Drag an “Assign” activity into the design panel and popula
VB.NET_CODING_IN_UIPATH.pdf,96,2,te it with an above -mentioned code example: mails_List.OrderBy(Function(x) x.Headers(“date”)).ToList St
VB.NET_CODING_IN_UIPATH.pdf,96,3,ep 3: Drag a “For Each” activity into the design panel and pass the above “ newMailList ” variable to it
VB.NET_CODING_IN_UIPATH.pdf,96,4, and change the type in the properties window to “ System.Net.Mail.MailMessage ” Step 4: Drag “Message B
VB.NET_CODING_IN_UIPATH.pdf,96,5,ox” activity into the For Each activity and pass the “ item.Subject ” value into it to display the subject.
VB.NET_CODING_IN_UIPATH.pdf,97,1,93 | P a g e C l i c k t o fo l l o w St
VB.NET_CODING_IN_UIPATH.pdf,97,2,ep 5: Run the workflow. Click the link b
VB.NET_CODING_IN_UIPATH.pdf,97,3,elow to download the example project: ht
VB.NET_CODING_IN_UIPATH.pdf,97,4,tps://drive.google.com/drive/folders/1Lp
VB.NET_CODING_IN_UIPATH.pdf,97,5,iTH3g5BJ2HHix3q5YLjvguWkraGdI2?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,98,1,"94 | P a g e C l i c k t o fo l l o w 6 DateTime Operations 6.1 How to Find the Date Difference (Days, Months and Years) Date operations are frequently used in business automation. In a few business automations, decisio"
VB.NET_CODING_IN_UIPATH.pdf,98,2,"ns have to be taken based on the date differences. Let’s see how to calculate the difference between two dates using dates written in string format. required_Difference = DateDiff(DateInterval.Day,Convert.ToDateTime(dat"
VB.NET_CODING_IN_UIPATH.pdf,98,3,"e1),Convert.ToDateTime(date2)).Tostring Note: 1. Replace the “date1” with your first “Date” 2. Replace the “date2” with your second “Date” 3. Replace “required_Difference” with your output string variable. 4. For day di"
VB.NET_CODING_IN_UIPATH.pdf,98,4,fference use – Dateinterval.Day 5. For month difference use – Dateinterval.Month 6. For year difference use – Dateinterval.Year Implementation with UiPath Let us imple ment a workflow which takes two dates and displays 
VB.NET_CODING_IN_UIPATH.pdf,98,5,"the day difference. Step 1: Drag a “Message Box ” activity into the design panel and populate it with the above -mentioned code. Note: It follows the pattern of “month/day/year” Date1 = ""1/1 6/2020"" Date2 = ""1/30/20 20"""
VB.NET_CODING_IN_UIPATH.pdf,99,1,"95 | P a g e C l i c k t o fo l l o w Step 2: Finally, when you run th"
VB.NET_CODING_IN_UIPATH.pdf,99,2,"e workflow , we will get the day difference, in this case 14 days . Si"
VB.NET_CODING_IN_UIPATH.pdf,99,3,"milarly, you can calculate the month and year differences (see Note ab"
VB.NET_CODING_IN_UIPATH.pdf,99,4,ove). Click the link below to download the example project: https://dr
VB.NET_CODING_IN_UIPATH.pdf,99,5,ive.google.com/drive/folders/1Rou3zFx_0g68zFoY0nNTlvXw7gAenLWP?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,100,1,"96 | P a g e C l i c k t o fo l l o w 6.2 How to Compare Time in UiPath In our automation processes, we might come across situations where we are required to switch between va"
VB.NET_CODING_IN_UIPATH.pdf,100,2,rious workflows based on time. So how can we do that? Datetime.Parse(DateTime.Now.ToString(“HH:mm:ss”)) < datetime.Parse(Time Var) Note: Replace the “Time Var” with your requi
VB.NET_CODING_IN_UIPATH.pdf,100,3,red “TimeSpan” . E.g. 18:00:00 or 02:00: 00 etc. Implementation with UiPath Let us implement a workflow which compares the current time with the provided time and displays the
VB.NET_CODING_IN_UIPATH.pdf,100,4, appropriate messages. Step 1: Drag an “If” activity into the desi gn panel and populates its condition property with the above - mentioned code with “18:00:00” in it. Step 2:
VB.NET_CODING_IN_UIPATH.pdf,100,5, Drag a “Message Box” activity into the design panel and write “Before 6pm” in it. Step 3: Drag another “Message Box” activity into the design panel and write “After 6pm” in it.
VB.NET_CODING_IN_UIPATH.pdf,101,1,97 | P a g e C l i c k t o fo l l o w Step 4: Based on 
VB.NET_CODING_IN_UIPATH.pdf,101,2,"the current time set on your windows machine , we can s"
VB.NET_CODING_IN_UIPATH.pdf,101,3,ee the appropriate message. Click the link below to dow
VB.NET_CODING_IN_UIPATH.pdf,101,4,nload the example project: https://drive.google.com/dri
VB.NET_CODING_IN_UIPATH.pdf,101,5,ve/folders/1oIVoKPvrnZRWPw3jf4a2RIklW -SWJctT?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,102,1,"98 | P a g e C l i c k t o fo l l o w 6.3 How to Get the Amount of Days in a Month Sometimes we need to count the number of days in a given month . For example, sometimes a specific process must happen on the last day of the"
VB.NET_CODING_IN_UIPATH.pdf,102,2," month or a day relative to that. Let’s see how to do get the number of days in a month. Int date_Variable = Datetime.DaysInMonth(year,month) Note: 1.Replace the “year” with your required “Year” 2.Replace the “month” with yo"
VB.NET_CODING_IN_UIPATH.pdf,102,3,ur required “Month” Implementation with UiPath Let us implement a workflow which takes “Year” and “ Month ” as input and outputs the n umber of days in that month i.e. Step 1: Drag an “Input Dialogue” activity into the desig
VB.NET_CODING_IN_UIPATH.pdf,102,4,n panel and create a variable to save the “ year” provided by the user. Step 2: Drag another “Input Dialogue” activity into the design panel and create a variable to save the “month” provided by the user. Step 3: Drag a “Mes
VB.NET_CODING_IN_UIPATH.pdf,102,5,sage Box” activity into the design panel to display the days count. Step 4: Finally!!! Click the link below to download the example project: https://drive.google.com/drive/folders/1oBghLjI3lLX9E7JkQ04CD65lRkM8l43J?usp=sharing
VB.NET_CODING_IN_UIPATH.pdf,103,1,"99 | P a g e C l i c k t o fo l l o w 6.4 How to Convert a DateTime to String Different business processes may demand different DateTime formats. Check out the patterns of DateTime available and pick the appropriate format 1. d >> Represents the day of the month i.e 1,2,16 or 31 2. dd >"
VB.NET_CODING_IN_UIPATH.pdf,103,2,"> Represents the day of the month i.e 01,05,14 or 3 1 3. ddd >> Represents the abbreviated name of the day i.e Mon, Tues or Wed 4. dddd -> Represents the full name of the day i.e Monday, Tuesday or Wednesday 5. M >> Represents the month number i.e 1,5 or 12 6. MM >> Represents the month"
